Site	Lenght	L/min		Site	Lenght	L/min		Site	Ostron (L/min)	 Musslor (L/min)		Depth grid															
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	3.00	0.0273978																									
18	3.00	0.0273978																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	9.00	0.0327096																									
18	9.00	0.0327096																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	10.00	0.0335949																									
18	5.00	0.0291684																									
18	4.00	0.0282831																									
18	5.00	0.0291684																									
18	10.00	0.0335949																									
18	4.00	0.0282831																									
18	10.00	0.0335949																									
18	11.00	0.0344802																									
18	9.00	0.0327096																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	3.00	0.0273978																									
18	4.00	0.0282831																									
18	10.00	0.0335949																									
18	12.00	0.0353655																									
18	12.00	0.0353655																									
18	10.00	0.0335949																									
18	12.00	0.0353655																									
18	4.00	0.0282831																									
18	6.00	0.0300537																									
18	10.00	0.0335949																									
18	11.00	0.0344802																									
18	5.00	0.0291684																									
18	12.00	0.0353655																									
18	13.00	0.0362508																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	3.00	0.0273978																									
18	4.00	0.0282831																									
18	6.00	0.0300537																									
18	12.00	0.0353655																									
18	3.00	0.0273978																									
18	12.00	0.0353655																									
18	5.00	0.0291684																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	11.00	0.0344802																									
18	5.00	0.0291684																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	4.00	0.0282831																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	10.00	0.0335949																									
18	12.00	0.0353655																									
18	12.00	0.0353655																									
18	13.00	0.0362508																									
18	14.00	0.0371361																									
18	12.00	0.0353655																									
18	13.00	0.0362508																									
18	14.00	0.0371361																									
18	12.00	0.0353655																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	7.00	0.030939																									
18	8.00	0.0318243																									
18	10.00	0.0335949																									
18	8.00	0.0318243																									
18	6.00	0.0300537																									
18	4.00	0.0282831																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	12.00	0.0353655																									
18	13.00	0.0362508																									
18	14.00	0.0371361																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	9.00	0.0327096																									
18	9.00	0.0327096																									
18	4.00	0.0282831																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	5.00	0.0291684																									
18	4.00	0.0282831																									
18	6.00	0.0300537																									
18	9.00	0.0327096																									
18	8.00	0.0318243																									
18	8.00	0.0318243																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	4.00	0.0282831																									
18	4.00	0.0282831																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	12.00	0.0353655																									
18	13.00	0.0362508																									
18	10.00	0.0335949																									
18	11.00	0.0344802																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	4.00	0.0282831																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	7.00	0.030939																									
18	8.00	0.0318243																									
18	8.00	0.0318243																									
18	9.00	0.0327096																									
18	9.00	0.0327096																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	8.00	0.0318243																									
18	4.00	0.0282831																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	12.00	0.0353655																									
18	12.00	0.0353655																									
18	7.00	0.030939																									
18	9.00	0.0327096																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	9.00	0.0327096																									
18	11.00	0.0344802																									
18	11.00	0.0344802																									
18	3.00	0.0273978																									
18	12.00	0.0353655																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	10.00	0.0335949																									
18	12.00	0.0353655																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	13.00	0.0362508																									
18	11.00	0.0344802																									
18	11.00	0.0344802																									
18	10.00	0.0335949																									
18	8.00	0.0318243																									
18	4.00	0.0282831																									
18	11.00	0.0344802																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	13.00	0.0362508																									
18	12.00	0.0353655																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	8.00	0.0318243																									
18	8.00	0.0318243																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	8.00	0.0318243																									
18	7.00	0.030939																									
18	11.00	0.0344802																									
18	10.00	0.0335949																									
18	11.00	0.0344802																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	9.00	0.0327096																									
18	4.00	0.0282831																									
18	12.00	0.0353655																									
18	12.00	0.0353655																									
18	8.00	0.0318243																									
18	8.00	0.0318243																									
18	4.00	0.0282831																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	5.00	0.0291684																									
18	8.00	0.0318243																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	8.00	0.0318243																									
18	8.00	0.0318243																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	7.00	0.030939																									
18	8.00	0.0318243																									
18	10.00	0.0335949																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	11.00	0.0344802																									
18	12.00	0.0353655																									
18	11.00	0.0344802																									
18	8.00	0.0318243																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	10.00	0.0335949																									
18	10.00	0.0335949																									
18	12.00	0.0353655																									
18	9.00	0.0327096																									
18	9.00	0.0327096																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	4.00	0.0282831																									
18	7.00	0.030939																									
18	8.00	0.0318243																									
18	9.00	0.0327096																									
18	9.00	0.0327096																									
18	5.00	0.0291684																									
18	6.00	0.0300537																									
18	6.00	0.0300537																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	10.00	0.0335949																									
18	7.00	0.030939																									
18	6.00	0.0300537																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
18	5.00	0.0291684																									
19	6.00	0.0300537																									
19	6.00	0.0300537																									
19	5.00	0.0291684																									
19	4.00	0.0282831																									
19	5.00	0.0291684																									
19	8.00	0.0318243																									
19	6.00	0.0300537																									
19	4.00	0.0282831																									
19	8.00	0.0318243																									
19	4.00	0.0282831																									
19	6.00	0.0300537																									
19	4.00	0.0282831																									
19	4.00	0.0282831																									
19	5.00	0.0291684																									
19	4.00	0.0282831																									
19	5.00	0.0291684																									
19	6.00	0.0300537																									
19	8.00	0.0318243																									
19	8.00	0.0318243																									
19	4.00	0.0282831																									
19	6.00	0.0300537																									
19	12.00	0.0353655																									
19	9.00	0.0327096																									
19	10.00	0.0335949																									
19	7.00	0.030939																									
19	8.00	0.0318243																									
19	8.00	0.0318243																									
19	7.00	0.030939																									
19	10.00	0.0335949																									
19	8.00	0.0318243																									
